,sercdoa_OA_ser,INVN_F,UBFC_Fshelfmark,PVCS_OAcountry,PVCC_OAtown,LDCN_OArep,PRVC_OAprev_town,AUFI_Fatelier_address,AUFN_Faut,SGLT_Ftitle,SGTT_OAtitle,AUTN_OAaut,OGTT_OAtype,AUTB_Fsubj_main,OGTDOA_OAsubj_sub,ROFI_Fneg,BIBA_OAbib,OSS_Fnotes,OSS_OAnotes,FTAN_filename,NCTN_F_entry,NRSCHEDA_OA_entry,DTZG_OAcentury,LRD_Fshotdates,DTSI_Fprintdates,DTSF_Fprintdates,AUFA_Faut_dates,Note,status
1343,180016,sup 1176,PA_Roma III 102,Italia,Roma,Catacombe di S. Callisto,,[...] Corso N. 509 ms. 31. Deposito piazza Colonna,"Simelli, Carlo Baldassarre",,,Anonimo sec. II,scultura,Arte romana,sarcofago,87,,"Fotografia incollata su cartoncino; supporto secondario mm 320x441.

","Foto sup 1176, verso del supporto secondario: nota anonima manoscritta: ""Piccolo sarcofago del 2° secolo. Esiste nei magazzini delle Catacombe di Callisto. Non ha emblemi sicuramente cristiani"". ",\FONDO_SUPINO\Italia\Roma III\sup 1176.jpg,801176,105087,sec. II,1855-1870,1857,1870,,"Piccolo sarcofago del 2° secolo. Esiste nei magazzini delle Catacombe di Callisto. Non ha emblemi sicuramente cristiani"". ",complete
1344,180019,sup 1281,PA_Roma III 118,Italia,Roma,,,,"MacPherson, Robert",,Arco di Dolabella e Silano,Maestranze sec. I,architettura,Arte romana,arco,,,"Fotografia incollata su cartoncino; supporto secondario mm 455x359. Foto pubblicata in
http://www.historyphotography.org/doc/MACPHERSON_FANELLI.pdf
","Foto sup 1091, verso del supporto secondario: nota anonima manoscritta: ""Arc of Dolabella and Silanus, consuls A. D. 60. Surmonted by castello d'acqua of the Claudian Aqueduct A. D. 60 ..."". Foto sup 1281, verso del supporto secondario: nota anonima manoscritta: ""Arc of Dolabella Cicerons son in law. Celian"".",\FONDO_SUPINO\Italia\Roma III\sup 1281.jpg,801281,104587,sec. I,1851-1857,1851,1899,,"Arc of Dolabella Cicerons son in law. Celian"".",complete
1345,180020,sup 2020,PA_Toscana II 138,Italia,Cascina,Pieve dei SS. Ippolito e Cassiano,,E. Van Lint. Pisa,"Van Lint, Enrico",,,Biduino,scultura,"Scuola italiana, scuola toscana",portale,,,,"Foto sup 2020, verso: nota anonima manoscritta: ""Porta della Chiesa di S. Casciano presso Pisa N. 213-6"".",\FONDO_SUPINO\Italia\Toscana II\sup 2020.jpg,802020,104941,sec. XII,1866-1867,1866,1878,,"Porta della Chiesa di S. Casciano presso Pisa N. 213-6"".",complete
1346,180021,sup 2021,PA_Toscana II 139,Italia,Siena,Museo dell'Opera del Duomo,Siena,Fotografia Lombardi - Siena,Lombardi,,,Anonimo toscano sec. XIV,scultura,"Scuola italiana, scuola toscana",statua,2704,,"Sul verso, nota anonima manoscritta a matita blu: ""2704"" e a matita: ""2709"" (cancellata).
Pasquale Nerino Ferri?","Foto sup 2020, verso: nota anonima manoscritta: ""Porta della Chiesa di S. Casciano presso Pisa N. 213-6"".",\FONDO_SUPINO\Italia\Toscana II\sup 2021.jpg,802021,104942,sec. XIV,1899-1906,1900,1920,,,missing
1347,180022,sup 2022,PA_Toscana II 140,Italia,Siena,Museo dell'Opera del Duomo,Siena,Fotografia Lombardi - Siena,Lombardi,,,Anonimo toscano sec. XIV,scultura,"Scuola italiana, scuola toscana",statua,2705,,"Sul verso, nota anonima manoscritta a matita blu: ""2705"".
Pasquale Nerino Ferri?","Foto sup 2020, verso: nota anonima manoscritta: ""Porta della Chiesa di S. Casciano presso Pisa N. 213-6"".",\FONDO_SUPINO\Italia\Toscana II\sup 2022.jpg,802022,104943,sec. XIV,1899-1906,1900,1920,,,missing
1348,180023,sup 110,PA_Toscana I 001,Italia,Firenze,Chiesa di S. Maria Novella,,Alinari,"Alinari, Fratelli",S. Maria Novella. Florence. Monument of Tedice Aliotti,Monumento funebre del vescovo di Fiesole Tedice Aliotti,Maso di Banco,scultura,"Scuola italiana, scuola toscana",monumento funebre,,,"Fotografia incollata su cartoncino; supporto secondario mm 381x317.
Potrebbe trattarsi della foto citata nel catalogo ""Prima Appendice al Catalogo Generale Alinari"" del 1876, con numero di inventario: 6112. Cfr. sup 1990 per un altro scatto dell'opera.","Foto sup 110, verso del supporto secondario: nota anonima manoscritta: ""S. Maria Novella. Florence. / Monument of Tedice Aliotti (de Arloctis) bishop / of Fiesole, who died in 1336. / It is said to be the work of Tino da Camaino, the great / scholar of the Pisani, who made Henry VII's tomb at Pisa.""",\FONDO_SUPINO\Italia\Toscana I\sup 110.jpg,800110,104912,sec. XIV,1873-1896,1873,1899,1854-2019,"S. Maria Novella. Florence. / Monument of Tedice Aliotti (de Arloctis) bishop / of Fiesole, who died in 1336. / It is said to be the work of Tino da Camaino, the great / scholar of the Pisani, who made Henry VII's tomb at Pisa.""",complete
1349,180024,sup 111,PA_Toscana I 002,Italia,Firenze,Chiesa di S. Maria Novella,,,"Alinari, Fratelli",Firenze - S.M. Novella. Monumento a Fra Corrado della Penna. Vescovo di Fiesole. Morto nel 1313,Lastra tombale del vescovo Corrado della Penna,Arnolfo di Cambio,scultura,"Scuola italiana, scuola toscana",lastra tombale,2280,,Fotografia incollata su cartoncino; supporto secondario mm 311x379.,,\FONDO_SUPINO\Italia\Toscana I\sup 111.jpg,800111,104919,sec. XIV,1873-1876,1891,1899,1854-2019,,missing
1350,180025,sup 112,PA_Toscana I 003,Italia,Firenze,Chiesa di S. Maria Novella,,,Anonimo,Santa Maria Novella. Florence. Monument of Beata Villana,Monumento funebre della beata Villana de' Botti,Rossellino Bernardo,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",monumento funebre,,NR,Fotografia incollata su cartoncino; supporto secondario mm 316x338.,"Foto sup 112, verso del supporto secondario: nota anonima manoscritta: ""Santa Maria Novella. Florence. / Monument of the Beata Villana, the widow of Pietro di Rosso. She died of 1360. / Tho' made a Saint by the Florentines, she was not beatified by the Pope till 1824. / The tomb is by Bernardo Gambarelli, the brother of Antonio Rossellino (1409-1470)"".",\FONDO_SUPINO\Italia\Toscana I\sup 112.jpg,800112,73288,sec. XV,1855-1899,1855,1899,,"Santa Maria Novella. Florence. / Monument of the Beata Villana, the widow of Pietro di Rosso. She died of 1360. / Tho' made a Saint by the Florentines, she was not beatified by the Pope till 1824. / The tomb is by Bernardo Gambarelli, the brother of Antonio Rossellino (1409-1470)"".",complete
1351,180026,sup 113,PA_Toscana I 004,Italia,Firenze,Cattedrale di S. Maria del Fiore,,Brogi,Brogi,Firenze (Cattedrale). Monumento del Vescovo Orso; Tino da Camaino (1313?).,Monumento funebre del vescovo Antonio Orso,Tino di Camaino,scultura,"Scuola italiana, scuola toscana, scuola senese",monumento funebre,4907,,Fotografia incollata su cartoncino; supporto secondario mm 380x317.,"Foto sup 113, verso del supporto secondario: nota anonima manoscritta: ""Monument of Antonio d'Orso, bishop of Florence. / On the sarcophagus Mary queen of heaven presents the bishop to / the blessing Jesus. Above the dead bishop seated: this is / said to be the first example of the kind"".",\FONDO_SUPINO\Italia\Toscana I\sup 113.jpg,800113,104911,sec. XIV,1855-1891,1860,1899,1859-1986,"Monument of Antonio d'Orso, bishop of Florence. / On the sarcophagus Mary queen of heaven presents the bishop to / the blessing Jesus. Above the dead bishop seated: this is / said to be the first example of the kind"".",complete
1352,180027,sup 114,PA_Toscana I 005,Italia,Firenze,Chiesa di S. Maria Novella,,Brogi,Brogi,Firenze (S.M. Novella) Lavabo di Della Robbia,,Della Robbia Giovanni Antonio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",edicola,3481,NR,Fotografia incollata su cartoncino; supporto secondario mm 335x250.,,\FONDO_SUPINO\Italia\Toscana I\sup 114.jpg,800114,74763,sec. XV,1855-1891,1860,1899,1859-1986,,missing
1353,180028,sup 115,PA_Toscana I 006,Italia,Firenze,Chiesa di S. Maria Novella,,,Anonimo,Santa Maria Novella. Florence. Tomb of Filippo Strozzi,Monumento funebre di Filippo Strozzi,Benedetto di Leonardo d'Antonio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",monumento funebre,,,Fotografia incollata su cartoncino; supporto secondario mm 318x380.,"Foto sup 115, verso del supporto secondario: nota anonima manoscritta: ""S. Maria Novella. / Tomb of Filippo Strozzi. (died) 1491. / The beautiful relief is by Benedetto da Maiano (1442-1498), who made the / celebrated pulpit in Santa Croce and built the Palazzo Strozzi for Filippo"".",\FONDO_SUPINO\Italia\Toscana I\sup 115.jpg,800115,104944,sec. XV,1855-1899,1855,1899,,"S. Maria Novella. / Tomb of Filippo Strozzi. (died) 1491. / The beautiful relief is by Benedetto da Maiano (1442-1498), who made the / celebrated pulpit in Santa Croce and built the Palazzo Strozzi for Filippo"".",complete
1354,180029,sup 542,PA_Toscana I 007,Italia,Firenze,,,Brogi. Firenze-Napoli,Brogi,,Campanile della basilica di Santa Croce,Baccani Gaetano,architettura,"Scuola italiana, scuola toscana, scuola fiorentina",campanile,8049,,Fotografia incollata su cartoncino; supporto secondario mm 381x317.,"Foto sup 542, verso del supporto secondario: nota anonima manoscritta: ""Florence. S. Croce. / The belfry is modern"".",\FONDO_SUPINO\Italia\Toscana I\sup 542.jpg,800542,104945,sec. XIX,1855-1891,1860,1899,1859-1986,"Florence. S. Croce. / The belfry is modern"".",complete
1355,180030,sup 543,PA_Toscana I 008,Italia,Firenze,Museo dell'Opera di S. Croce,Firenze,Alinari,"Alinari, Fratelli",Florence. Tabernacle in Santa Croce. Luca della Robbia,,Della Robbia,scultura,"Scuola italiana, scuola toscana",tabernacolo,11159,NR,"Fotografia incollata su cartoncino; supporto secondario mm 251x337.
La foto compare nel catalogo Alinari ""Firenze e Contorni"" del 1896, con numero di negativo: 2190. Forse si tratta del numero di negativo post rinumerazione del 1891-1892.",,\FONDO_SUPINO\Italia\Toscana I\sup 543.jpg,800543,75408,sec. XV,1887-1896,1887,1896,1854-2019,,missing
1356,180032,sup 544,PA_Toscana I 009,Italia,Firenze,Basilica di S. Croce,,Giacomo Brogi. Fotografo Editore. Firenze. 15. Lung'Arno delle Grazie. 1. via Tornabuoni,Brogi,Firenze (Chiesa di S. Croce). Monumento di Michelangiolo; disegno di Vasari,Monumento funebre di Michelangelo Buonarroti,Bandini Giovanni,dipinto/ scultura,"Scuola italiana, scuola toscana, scuola fiorentina",monumento funebre,3138,,"Fotografia incollata su cartoncino; supporto secondario mm 379x288.
",,\FONDO_SUPINO\Italia\Toscana I\sup 544.jpg,800544,104946,sec. XV,1855-1891,1864,1899,1859-1986,,missing
1357,180033,sup 548,PA_Toscana I 010,Italia,Firenze,Basilica di S. Croce,,Giacomo Brogi. Fotografo Editore. Firenze. 15. Lung'Arno delle Grazie. 1. via Tornabuoni,Brogi,Firenze (Chiesa di S. Croce). Monumento a Carlo Marsuppini; Desiderio da Settignano.,Monumento funebre di Carlo Marsuppini,Desiderio da Settignano,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",monumento funebre,5822,NR,"Fotografia incollata su cartoncino; supporto secondario mm 379x288.
","Foto sup 548, verso del supporto secondario: nota anonima manoscritta: ""Marsuppini died in 1455. / See Perkins for this beautiful tomb"".
&#10;Foto sup 967, verso del supporto secondario: nota anonima manoscritta: ""Carlo who was secretary to Pope Eugenius and to the Republic died in 1435"".",\FONDO_SUPINO\Italia\Toscana I\sup 548.jpg,800548,73220,sec. XV,1855-1891,1864,1899,1859-1986,"Marsuppini died in 1455. / See Perkins for this beautiful tomb"".
",complete
1358,180034,sup 967,PA_Toscana I 121,Italia,Firenze,Basilica di S. Croce,,Giacomo Brogi. Fotografo Editore. Firenze. 15. Lung'Arno delle Grazie. 1. via Tornabuoni,Brogi,Firenze (Chiesa di S. Croce). Monumento a Carlo Marsuppini; Desiderio da Settignano. (Dettaglio).,Monumento funebre di Carlo Marsuppini,Desiderio da Settignano,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",monumento funebre,5822a,NR,"Fotografia incollata su cartoncino; supporto secondario mm 288x379.
","Foto sup 548, verso del supporto secondario: nota anonima manoscritta: ""Marsuppini died in 1455. / See Perkins for this beautiful tomb"".
&#10;Foto sup 967, verso del supporto secondario: nota anonima manoscritta: ""Carlo who was secretary to Pope Eugenius and to the Republic died in 1435"".",\FONDO_SUPINO\Italia\Toscana I\sup 967.jpg,800967,73220,sec. XV,1855-1891,1864,1899,1859-1986,"Carlo who was secretary to Pope Eugenius and to the Republic died in 1435"".",complete
1359,180035,sup 558,PA_Toscana I 012,Italia,Siena,Pinacoteca Nazionale,,Cav. Paolo Lombardi. Fotografo. Siena,"Lombardi, Paolo",Siena. Academy. Calistus III and the Virgin,,Sano di Pietro,dipinto,"Scuola italiana, scuola toscana, scuola senese",dipinto,(1519),,Fotografia incollata su cartoncino; supporto secondario mm 380x315.,,\FONDO_SUPINO\Italia\Toscana I\sup 558.jpg,800558,16459,sec. XV,1879-1881,1879,1890,1827/ 1890,,missing
1360,180036,sup 559,PA_Toscana I 013,Italia,Siena,Chiesa di S. Maria in Portico a Fontegiusta,,Cav. Paolo Lombardi. Siena. Fotografo,"Lombardi, Paolo",,,Peruzzi Baldassarre,dipinto,"Scuola italiana, scuola toscana, scuola senese",dipinto murale,,,Fotografia incollata su cartoncino; supporto secondario mm 380x316.,"Foto sup 559, verso del supporto secondario: nota anonima manoscritta. ""Fontegiusta. Siena. / The Sybil announcing the birth of the Saviour to Augustus. / By Baldassare Peruzzi 1481-1536. / A grand fresco much repainted"".",\FONDO_SUPINO\Italia\Toscana I\sup 559.jpg,800559,37536,sec. XVI,1860-1879,1860,1890,1827/ 1890,,complete
1361,180037,sup 560,PA_Toscana I 014,Italia,Siena,Palazzo Pubblico,,Cav. Paolo Lombardi. Siena. Fotografo.,"Lombardi, Paolo",Siena. Palazzo Pubblico. Rome in Rienzi's time,,Taddeo di Bartolo,dipinto,"Scuola italiana, scuola toscana, scuola senese",dipinto murale,1508,,Fotografia incollata su cartoncino; supporto secondario mm 316x380.,,\FONDO_SUPINO\Italia\Toscana I\sup 560.jpg,800560,6343,sec. XV,1879-1881,1879,1890,1827/ 1890,,missing
1362,180040,sup 564,PA_Toscana I 015,Italia,Siena,Museo dell'Opera del Duomo,,Cav. Paolo Lombardi. Fotografo. Siena,"Lombardi, Paolo",Opera del Duomo di Siena. Mosè statua che esisteva nella fonte del Ghetto. Antonio Federighi,,Federighi Antonio,scultura,"Scuola italiana, scuola toscana",statua,253 (232),,"Fotografia incollata su cartoncino; supporto secondario mm 380x316.
Sulla lastra si vede impresso il numero di negativo ""253"" corrispondente a quello del catalogo Lombardi del 1879 e un altro numero ""232"".
Sul margine destro della foto timbro a secco della cartiera: ""B[lanchet] F[reres] K[leres] Rives n. 74"".","Foto sup 564, verso del supporto secondario: nota anonima manoscritta: ""Opera del Duomo di Siena. / Mosè, statua che esisteva nella fonte del Ghetto. / Antonio Federighi"".",\FONDO_SUPINO\Italia\Toscana I\sup 564.jpg,800564,104947,sec. XV,1874-1879,1874,1890,1827/ 1890,"Opera del Duomo di Siena. / Mosè, statua che esisteva nella fonte del Ghetto. / Antonio Federighi"".",complete
1363,180042,sup 568,PA_Toscana I 016,Italia,Siena,Spedale di S. Maria della Scala,,Cav. Paolo Lombardi. Fotografo. Siena,"Lombardi, Paolo",Siena. Spedale di S. Maria della Scala. Monumento to Jacopo Tondi executed by Guidoccio Cozzarelli,Tomba di Jacopo Tondi,Cozzarelli Giacomo,scultura,"Scuola italiana, scuola toscana, scuola senese",tomba,283,,Fotografia incollata su cartoncino; supporto secondario mm 316x380.,"Foto sup 568, verso del supporto secondario: nota anonima manoscritta: ""Siena. Spedale di S. Maria della Scala. / Monument to Jacopo Tondi executed by Guidoccio Cozzarelli. / D. O. M. / Joh. Baptistae Tundio equiti clariss. xenodochiiq; hujus rectori pientiss. / germani fratres B.M. posuer. vix. an. XLV men. IX d. XIX obiit an. S. MDVII / D. XII Aprilis"".",\FONDO_SUPINO\Italia\Toscana I\sup 568.jpg,800568,104948,sec. XVI,1874-1879,1874,1890,1827/ 1890,"Siena. Spedale di S. Maria della Scala. / Monument to Jacopo Tondi executed by Guidoccio Cozzarelli. / D. O. M. / Joh. Baptistae Tundio equiti clariss. xenodochiiq; hujus rectori pientiss. / germani fratres B.M. posuer. vix. an. XLV men. IX d. XIX obiit an. S. MDVII / D. XII Aprilis"".",complete
1364,180044,sup 570,PA_Toscana I 017,Italia,Siena,Cattedrale di S. Maria Assunta,,,Anonimo,,Monumento funebre del vescovo Tommaso Piccolomini del Testa,Landi Neroccio de',scultura,"Scuola italiana, scuola toscana, scuola senese",monumento funebre,,,Fotografia incollata su cartoncino; supporto secondario mm 380x315.,"Foto sup 570, verso del supporto secondario: nota anonima manoscritta: ""Duomo Siena. / Monument of Bishop Tommaso Piccolomini del Testa / on door of Campanile by Maestro Neroccio, senese. / The Bishop died in 1484"".",\FONDO_SUPINO\Italia\Toscana I\sup 570.jpg,800570,104949,sec. XV,1855-1899,1855,1899,,"Duomo Siena. / Monument of Bishop Tommaso Piccolomini del Testa / on door of Campanile by Maestro Neroccio, senese. / The Bishop died in 1484"".",complete
1365,180045,sup 572,PA_Toscana I 018,Italia,Siena,Chiesa di S. Maria in Portico a Fontegiusta,,Cav. Paolo Lombardi. Siena Fototgrafo,"Lombardi, Paolo",Fontegiusta. Siena. The celebrated marble tabernacle of Lorenzo Mariano (il Marina)...,,Cioli Michele,scultura,"Scuola italiana, scuola toscana","tabernacolo, a frontale architettonico",,,Fotografia incollata su cartoncino; supporto secondario mm 380x317.,"Foto suo 572, verso del supporto secondario: nota anonima manoscritta: ""Fontegiusta. Siena. / The celebrated marble tabernacle of Lorenzo di Mariano (il / Marina) dated 1517. / The richest and about the finest tabernacle of the Renaissance"".",\FONDO_SUPINO\Italia\Toscana I\sup 572.jpg,800572,73967,sec. XVI,1860-1879,1860,1890,1827/ 1890,,missing
1366,180053,sup 550,PA_Toscana I 011,Italia,Siena,Basilica di S. Domenico,,P. Lombardi. Siena. Fotografo,"Lombardi, Paolo",,,Bazzi Giovanni Antonio,dipinto,"Scuola italiana, scuola toscana/ scuola romana",dipinto murale,,,Fotografia incollata su cartoncino; supporto secondario mm 380x317.,"Foto sup 550, verso del supporto secondario: nota anonima manoscritta: ""S. Domenico. Siena. / Sodomas (Giovan Anton Bazzi) celebrated fresco. / He was of the school of Lionardo, born at Vercelli and lived / from 1477 to 1549"".",\FONDO_SUPINO\Italia\Toscana I\sup 550.jpg,800550,37871,sec. XVI,1860-1879,1860,1890,1827/ 1890,"S. Domenico. Siena. / Sodomas (Giovan Anton Bazzi) celebrated fresco. / He was of the school of Lionardo, born at Vercelli and lived / from 1477 to 1549"".",complete
1367,180055,sup 575,PA_Toscana I 021,Italia,Volterra,Museo Etrusco Guarnacci,,Ed.ne Alinari,"Alinari, Fratelli","Volterra - Museo Nazionale. Urna cineraria Romano-Etrusca, rappresentante il ritorno dalla caccia del Cinghiale.",,Anonimo sec. III/ I a.C.,scultura,Arte etrusca,urna,8729 (10386),Dennis G. | 1878,"Fotografia incollata su cartoncino; supporto secondario mm 380x311.
La foto compare nella ""Seconda Appendice al Catalogo Generale Alinari"" 1881 con il numero di inventario: 10386; nel catalogo ""Toscana"" del 1898 con il numero di inventario che compare nella fascetta. Si ipotizza che la stampa sia stata realizzata dopo la rinumerazione delle foto Alinari del 1891-1892.","Foto sup 575, verso del supporto secondario: nota anonima manoscritta: ""See Dennis Vol. II page 175"".",\FONDO_SUPINO\Italia\Toscana I\sup 575.jpg,800575,104950,sec. III/ I a.C.,1876-1881,1891,1899,1854-2019,"See Dennis Vol. II page 175"".",complete
