,Unnamed: 0.1,Inv,Note,status
1101,1101,sup 1786,"Venice. Late gothic relief over the door of the Corte Vecchia of the Abbazia. Mary with her child in an aureole protects her dear monks. It is supposed to be by Bartolomeo Bon and to be of the year 1505. It appears much older"". ",complete
1102,1102,sup 1787,"  Pozzo in una Corte a S. Samuele"".",complete
1103,1103,sup 1789,"Venice. Grand Canal. Fondaco dei Turchi, the oldest profane building in Venice, the water facade with its double arcade of stilted round arches on romanesque capitals whose shafts are of Greek marble dating from about the year 900. The building was once crowned with an Arabic battlement flanked by a tower at each angle - of the 11.th century. This battlement was only removed some 50 years ago [...] Under the Austrians the Fondaco was a tobacco factory as the photo shows [...]"". 
",incomplete
1104,1104,sup 1790,"The Columns. Venice. Of oriental granite, put in 1170 by Niccolo Barattieri. S. Teodoro was erected in 1329, the lion of bronze, but blind becouse his eyes remained behind in Paris is of the 15.th century. S. Totos column is of rose. S. Marcos of grey granite. The Biblioteca vecchia, Sansovinos masterpiece is of 1536"".
",complete
1105,1105,sup 1790,"La Salute 1632"".",complete
1106,1106,sup 1792,"Details of the entrance door of the Scuola di San Marco, now Ospedale Civile, erected in 1490 by Martino Lombardo"". 
",complete
1107,1107,sup 1794,"This very handsome well cover is said to be of the 15th. century. It seem to me earlier. The arms on it have been effaced but the coat looks as if it might have been that of Contarini, or, three bands azure"". ",complete
1108,1108,sup 1795,"Cattedrale. Verona. Facade of end of 12.th century. Here are to be seen as doorkeepers, Roland with his sword Durnidana and Oliver with his mace, barbearons sculptures of the 12.th century, like the works of the South sea islanders"".",complete
1109,1109,sup 2192,"G. Bellini"".",complete
1110,1110,sup 1798,"Paul de la Roche. The Cenci"".",complete
1111,1111,sup 1840,"Arch. 1"".",complete
1112,1112,sup 1802,"Santa Ursula and her husband flessed by the Pope, painted by Vittorio Carpaccio between 1475 and 1515. The caste of S. Angelo in the background of the painting is shown as it was in Alexander VIs (Borgia) reign, 1492-1503. In Francesco San Gallos manuscript in the Barberini library, ""chominciato a. d. n. s. 1465 in Roma"", it appears on the 33.d ..."". Sul verso della foto sono presenti anche dei disegni a penna.",incomplete
1113,1113,sup 2107,"Mariano Soccino, a celebrated jurisconsult, was born at Siena in 1401. He died in 1467. / Pius II in his letters praises him grently. Bayle puts him in his dictionary. / Mariano was the great, great, grandfather of the celebrated heresiarch, Fausto Soccino, / who died in Poland in 1604. / Vecchietta was a goldsmith and painter of Siena, born in 1412 and dead in 1480. / He completed  the bronze work of the Baptistery of the Duomo, finishing  even some of / Donatello's incomplete productions. / His effigy of Soccino was formerly in S. Domenico of Siena; it is now in the Bargello of Florence. Its head, hand and feet were probably  modelled from the life; / the drapery is hard"".",complete
1114,1114,sup 2108,"Of basalt. / ""Schr gut a charakteristich"" says Amelung"".",complete
1115,1115,sup 1804,"Tiziano. The family Pesaro at the Frari, Venice. St. George with the banner of Pope Alexander, adorned with the Borgian arms presents the fighting bishop of Paphos to the Madonna"".",complete
1116,1116,sup 1810,"Monument of Beato Pacifico Bon who died in 1437. It is of the richest Venetian Gothic, just previous to the Renaissance and is painted and gilt. It is apparently of friable material and much broken and damaged. The basreliefs on the sarcophagus represent the resurrection and the descent to Limbo; the statuettes Hope, Religion and Charity. Above ..."". ",incomplete
1117,1117,sup 2122,"Said to be of 1288"".",complete
1118,1118,sup 1811,"Agrippa. The celebrated statue which the great Cardinal Grimani sent from the portico of the Pantheon to adorn his palace at Venice. On the death of the last of the family, 2 or 3 years ago, it come by bequest to the Museo Civico. I told the Countess Marcello (nee Grimani) that I respected her immensely on account of this statue of Agrippa. This was in Corfù in March 1894"".",complete
1119,1119,sup 1741,"Venice. San Zanipolo. Monument of Doge Michele Morosini who died in 1382. Probably by Giovanni Buon. Perkins thinks it by the Massegne"". ",complete
1120,1120,sup 1815,"Verona"".",complete
1121,1121,sup 1816,"Padova. S. Giustina - statua di S. Giustina"". ",complete
1122,1122,sup 1817,"Verona. S. Zeno. Porta bronzo part"".
",complete
1123,1123,sup 1780,"S. Zenone. Verona. Bronze doors of the 11.th century. Reliefs of subjects from the old and new testaments; these might be works of South sea Islanders"". ",complete
1124,1124,sup 2133,"Fiesole. / Altarpiece representing the Madonna and children between / Saints Remy and Leonardo. It is signed ""opus Mini"". / It is the gift of Bishop Salutati who lies buried opposite / with a wonderful bust, likewise by Mino. This is dates 1466; / the alterpiece is therefore rather earlier than that"".",complete
1125,1125,sup 2132,"Fiesole. / Il Duomo dates from 1028. The upper part of Campanile has been rebuilt"".",complete
1126,1126,sup 2134,"A relief of Mino, who probably made it in 1481, when he was working at / Count Ugos tomb. He, Mino, died in 1484, aged 52 or 53"".",complete
1127,1127,sup 2135,"S. Lorenzo. Florence. / Michael Angelo's Night"".",complete
1128,1128,sup 2136,"S. Lorenzo. Florence. / A cimborio By Desiderio da Settignano (1428-1463), / the friend of Mino and scholar of Donatello"".",complete
1129,1129,sup 2139,"Or San Michele. Florence. / San Marco. Marco, perchè non mi parli? / by Donatello (1383-1466)"".",complete
1130,1130,sup 1657,"Venice. Palazzo Cavalli at traghetto S. Benedetto on Canal Grande. On the left is the Palazzo Grimani, now Corte d'Appello"".",complete
1131,1131,sup 2141,"S. Croce. Florence.  / Ciborio with inscription: / Hic est panis vivus qui de celo descendit. O salutaris hostia. / This is a real Mino da Fiesole about 1466"".",complete
1132,1132,sup 2142,"S. Croce. Florence. / Donatello's Annunciation, an early work, about 1410. / It is of common macigno and painted. Highly naturalistic, / the Virgin being a handsome contadina"".",complete
1133,1133,sup 2143,"Santa Croce. Florence. / La Vergine del latte by Antonio Rossellino (1440-1480 or 1427-1490) / Mr. Perkins thinks him next to Donatello in excellence"".",complete
1134,1134,sup 2146,"+Questo simulacro di Bonifacio VIII d'all'antica poi dispersa / facciata del nostro duomo ne ricordi per 3 secoli la / fondazione, lui pontefice, fatta nel 1296, e dopo altri 3 / secoli rivendicato munificamente e restituito al suo luogo / per la gentilizia e cittadina pietà di Onerato Gaetani, /  duca di Sermoneta e di memorie nella storia eternate / venerabile reliquia"".",complete
1135,1135,sup 2148,"This so called Poggio is now said to be a prophet"".",complete
1136,1136,sup 2149,"Lo Zuccone is now called the statue of a Soderini. / He certainly does not look like a David. / Donatello work by him"".",complete
1137,1137,sup 2153," Duomo. Florence. Basrelief on exterior. 14.th century. / The Annunciation"".",complete
1138,1138,sup 1587,"Il Redentore S. Tomaso apostolo e s. Magno. Cima da Conegliano Venezia Ac. B. A."".",complete
1139,1139,sup 1597,"Cristo e la vedova di Naim. Palma Vecchio. Venezia Acc.a di B.e A.i"".",complete
1140,1140,sup 1600,"Madonna co' santi Paolo e Giorgio. Giovanni Bellini. Venezia Accademia"". ",complete
1141,1141,sup 1604,"Madonna col Bambino. A. Cordigliaghi. Venezia A. B. A."".",complete
1142,1142,sup 1606,"Madonna e Santi. Vincenzo Cattena - Accademia B. A. Venezia"". ",complete
1143,1143,sup 1610,"Ratto d'Europa. P. Veronese Venezia Palazzo Ducale"". ",complete
1144,1144,sup 1612,"Morea sommessa al Doge Morgini. Lazarini. Palazzo Ducale Venezia"".",complete
1145,1145,sup 1613,"Giove scaccia i Vizi. Paolo Veronese. Palazzo Ducale Venezia"". ",complete
1146,1146,sup 1615,"Tintoretto. Palazzo Ducale. Venezia. Mercury and the Graces"". ",complete
1147,1147,sup 1737,"San Marco. Venice"". ",complete
1148,1148,sup 1739,"San Zanipolo. Monument of Leonardo Loredano who died in 1521. It was not erected till 1572 and is of late renaissance. It was designed by Danese Cattaneo and Perkins calls it a mediocre work"". ",complete
1149,1149,sup 1740,"Venice. San Zanipolo. Monument of Doge Tommaso Mocenigo, who died in 1423. By the sculptor Maestro Piero di Niccolò da Firenze and Giovanni di Marlaio da Fiesole. It is Gothic, but shows in its details that the Renaissance was already beginning"". ",complete
1150,1150,sup 1742,"Venice. San Zanipolo. Doge Pasquale Malipiero who succeded Foscari and died in 1462. This elegant monument appears to have been executed by Tuscan sculptor"". ",complete
1151,1151,sup 1743,"Court yard of Doges palace. Venice. Statue of Duke of Urbino. Clock has arms of Bembo"". ",complete
1152,1152,sup 2481,"The lion of Marathon, brought from the Pireus in 1687, with runes. Professor Rafn reads the Runes thus, on the left shoulder: ""Hakun van thir Ulfr auk Asmudr auk Auru hafu these ... thir men lagthu auk Hardr Hafi uf iabuta upraistar vegna Grikiathithis varth. Dalkr nauthigri fiari lathum, Egilvar i farn [...] Sir Charles Newton supposed ..."".
",incomplete
1153,1153,sup 1746,"Colleoni by Donatello. Venice"". ",complete
1154,1154,sup 1788,"Venice. San Zanipolo. Monument of the Doge Pietro Mocenigo who died in 1476. It is the chef d'ouvre of Pietro Lombardo and executed from 1484 to 1488, his sons assisting him. It is a beautiful renaissance work. Perkins thinks that Pietro only gave the design"". ",complete
1155,1155,sup 545,"Duomo. Spoleto. Monument of Fra Filippo Lippi, who died in Spoleto in 1469 from the effects of poison administered to him by the family of the noble lady whom he had carried off from the convent of S. Margherita di Prato. The tomb was erected at the expense of Lorenzo de'Medici and the epitaph composed by Poliziano"".",complete
1156,1156,sup 546,"poleto. Campanile of the Duomo. The mosaic in the façade is dated 1207. The lower part of the tower is earlier"".",complete
1157,1157,sup 553,"Arco di Augusto, Perugia. ""Augusta Perusia"". The foundations are Etruscan; the arch built by Augustus in year 26 before Christ after the destruction of the city; the frieze of shields and upper arch (Colonia Vibia) by Trebonius Gallus A.D. 252; the loggia over the tower of the 15.th century"". ",complete
1158,1158,sup 552,"Confraternità di San Bernardo. Perugia. This church called la Giustizia is remarkable for its transitional façade, built by Antonio di Duccio, said to have been a pupil of Luca della Robbia. The basreliefs round S. Bernardino are executed in della Robbia enamel and color is also present"". ",complete
1159,1159,sup 632,"Miss Volumnia, the first lady of her family who sat in a chair, like a Roman lady. Veilia Velimnei Arnthial says the inscription [...]"". ",incomplete
1160,1160,sup 2162,"Salvanello. Chiesa di S. Cristofano / a Siena / dall'amico Tolomei Siena 13 ottobre 1915"".",complete
1161,1161,sup 586,"Sepulchre of the Volumni near Perugia. This urn is the grand monument of the family tomb and occupies the post of honour at the upper end[?] of the funeral feast. It reads Arnth Velimnas Aules ..."".",incomplete
1162,1162,sup 587,"Perugia. La Fonte, begun in 1274 and finished in 1280 by Nicola e Giovanni da Pisa. The two lower basins which are of Marble. The third basin of bronze is by Maestro Rosso - 1277"".",complete
1163,1163,sup 588,"Gate in the wall of the city of Perugia"".",complete
1164,1164,sup 598,"Perugia. Porta Urbica or Romana, a lovely piece of good renaissance executed by Agostino, fiorentino, and Polidoro di Stefano da Perugia in 1475"".",complete
1165,1165,sup 634,"Perugia. Monument of a medieval doctor of laws. Said to be that of Baldo Bartolini and to be by Giov. di Giampiero di Venezia in 1492"".",complete
1166,1166,sup 603,"Perugia, San Domenico. Tomb of Pope Benedict XI +1304 - poisoned by il Bello? It is a fine word of Giovanni Pisano. O quam est laudandus, quam dulciter est venerandus, Inclytus iste pater; primus extitit ordine frater Sancti Dominici Christi vigilantis amici; Doctor honoratus, prior extitit ipse evocatus, Effectus valis, fit fratrum dux [...] Observe the little nude figures climbing up the twisted columns. See Perkins"".",incomplete
1167,1167,sup 637,"This is where the wolf that was a lupa swore her oath and four her paw"". ",complete
1168,1168,sup 2230,"Palazzo Riccardi - Busto mironico di atleta"".",complete
1169,1169,sup 646,"Assisi. To show Giotto's idea of a town with its towers"". ",complete
