,Inv,Note
1112,"Foto sup 1802, verso del supporto secondario: nota anonima manoscritta","Santa Ursula and her husband flessed by the Pope, painted by Vittorio Carpaccio between 1475 and 1515. The caste of S. Angelo in the background of the painting is shown as it was in Alexander VIs (Borgia) reign, 1492-1503. In Francesco San Gallos manuscript in the Barberini library, ""chominciato a. d. n. s. 1465 in Roma"", it appears on the 33.d ..."". Sul verso della foto sono presenti anche dei disegni a penna."
1113,"Foto sup 2107, verso del supporto secondario: nota anonima manoscritta","Mariano Soccino, a celebrated jurisconsult, was born at Siena in 1401. He died in 1467. / Pius II in his letters praises him grently. Bayle puts him in his dictionary. / Mariano was the great, great, grandfather of the celebrated heresiarch, Fausto Soccino, / who died in Poland in 1604. / Vecchietta was a goldsmith and painter of Siena, born in 1412 and dead in 1480. / He completed  the bronze work of the Baptistery of the Duomo, finishing  even some of / Donatello's incomplete productions. / His effigy of Soccino was formerly in S. Domenico of Siena; it is now in the Bargello of Florence. Its head, hand and feet were probably  modelled from the life; / the drapery is hard""."
1114,"Foto sup 2108, verso del supporto secondario: nota anonima manoscritta","Of basalt. / ""Schr gut a charakteristich"" says Amelung""."
1115,"Foto sup 1804, verso del supporto secondario: nota anonima manoscritta","Tiziano. The family Pesaro at the Frari, Venice. St. George with the banner of Pope Alexander, adorned with the Borgian arms presents the fighting bishop of Paphos to the Madonna""."
1116,"Foto sup 1810, verso del supporto secondario: nota anonima manoscritta","Monument of Beato Pacifico Bon who died in 1437. It is of the richest Venetian Gothic, just previous to the Renaissance and is painted and gilt. It is apparently of friable material and much broken and damaged. The basreliefs on the sarcophagus represent the resurrection and the descent to Limbo; the statuettes Hope, Religion and Charity. Above ..."". "
1117,"Foto sup 2122, verso del supporto secondario: nota anonima manoscritta","Said to be of 1288""."
1118,"Foto sup 1811, verso del supporto secondario: nota anonima manoscritta","Agrippa. The celebrated statue which the great Cardinal Grimani sent from the portico of the Pantheon to adorn his palace at Venice. On the death of the last of the family, 2 or 3 years ago, it come by bequest to the Museo Civico. I told the Countess Marcello (nee Grimani) that I respected her immensely on account of this statue of Agrippa. This was in Corfù in March 1894""."
1119,"Foto sup 1741, verso del supporto secondario: nota anonima manoscritta","Venice. San Zanipolo. Monument of Doge Michele Morosini who died in 1382. Probably by Giovanni Buon. Perkins thinks it by the Massegne"". "
1120,"Foto sup 1815, verso del supporto secondario: nota anonima manoscritta","Verona""."
1121,"Foto sup 1816, verso del supporto secondario: nota anonima manoscritta","Padova. S. Giustina - statua di S. Giustina"". "
1122,"Foto sup 1817, verso del supporto secondario: nota anonima manoscritta","Verona. S. Zeno. Porta bronzo part"".
"
1123,"Foto sup 1780, verso del supporto secondario: nota anonima manoscritta","S. Zenone. Verona. Bronze doors of the 11.th century. Reliefs of subjects from the old and new testaments; these might be works of South sea Islanders"". "
1124,"Foto sup 2133, verso del supporto secondario: nota anonima manoscritta","Fiesole. / Altarpiece representing the Madonna and children between / Saints Remy and Leonardo. It is signed ""opus Mini"". / It is the gift of Bishop Salutati who lies buried opposite / with a wonderful bust, likewise by Mino. This is dates 1466; / the alterpiece is therefore rather earlier than that""."
1125,"Foto sup 2132, verso del supporto secondario: nota anonima manoscritta","Fiesole. / Il Duomo dates from 1028. The upper part of Campanile has been rebuilt""."
1126,"Foto sup 2134, verso del supporto secondario: nota anonima manoscritta","A relief of Mino, who probably made it in 1481, when he was working at / Count Ugos tomb. He, Mino, died in 1484, aged 52 or 53""."
1127,"Foto sup 2135, verso del supporto secondario: nota anonima manoscritta","S. Lorenzo. Florence. / Michael Angelo's Night""."
1128,"Foto sup 2136, verso del supporto secondario: nota anonima manoscritta","S. Lorenzo. Florence. / A cimborio By Desiderio da Settignano (1428-1463), / the friend of Mino and scholar of Donatello""."
1129,"Foto sup 2139, verso del supporto secondario: nota anonima manoscritta","Or San Michele. Florence. / San Marco. Marco, perchè non mi parli? / by Donatello (1383-1466)""."
1130,"Foto sup 1657, verso del supporto secondario: nota anonima manoscritta","Venice. Palazzo Cavalli at traghetto S. Benedetto on Canal Grande. On the left is the Palazzo Grimani, now Corte d'Appello""."
1131,"Foto sup 2141, verso del supporto secondario: nota anonima manoscritta","S. Croce. Florence.  / Ciborio with inscription: / Hic est panis vivus qui de celo descendit. O salutaris hostia. / This is a real Mino da Fiesole about 1466""."
1132,"Foto sup 2142, verso del supporto secondario: nota anonima manoscritta","S. Croce. Florence. / Donatello's Annunciation, an early work, about 1410. / It is of common macigno and painted. Highly naturalistic, / the Virgin being a handsome contadina""."
1133,"Foto sup 2143, verso del supporto secondario: nota anonima manoscritta","Santa Croce. Florence. / La Vergine del latte by Antonio Rossellino (1440-1480 or 1427-1490) / Mr. Perkins thinks him next to Donatello in excellence""."
1134,"Foto sup 2146, verso del supporto secondario: nota anonima manoscritta","+Questo simulacro di Bonifacio VIII d'all'antica poi dispersa / facciata del nostro duomo ne ricordi per 3 secoli la / fondazione, lui pontefice, fatta nel 1296, e dopo altri 3 / secoli rivendicato munificamente e restituito al suo luogo / per la gentilizia e cittadina pietà di Onerato Gaetani, /  duca di Sermoneta e di memorie nella storia eternate / venerabile reliquia""."
1135,"Foto sup 2148, verso del supporto secondario: nota anonima manoscritta","This so called Poggio is now said to be a prophet""."
1136,"Foto sup 2149, verso del supporto secondario: nota anonima manoscritta","Lo Zuccone is now called the statue of a Soderini. / He certainly does not look like a David. / Donatello work by him""."
1137,"Foto sup 2153, verso del supporto secondario: nota anonima manoscritta"," Duomo. Florence. Basrelief on exterior. 14.th century. / The Annunciation""."
1138,"Foto sup 1587, verso del supporto secondario: nota anonima manoscritta","Il Redentore S. Tomaso apostolo e s. Magno. Cima da Conegliano Venezia Ac. B. A.""."
1139,"Foto sup 1597, verso del supporto secondario: nota anonima manoscritta","Cristo e la vedova di Naim. Palma Vecchio. Venezia Acc.a di B.e A.i""."
1140,"Foto sup 1600, verso del supporto secondario: nota anonima manoscritta","Madonna co' santi Paolo e Giorgio. Giovanni Bellini. Venezia Accademia"". "
1141,"Foto sup 1604, verso del supporto secondario: nota anonima manoscritta","Madonna col Bambino. A. Cordigliaghi. Venezia A. B. A.""."
1142,"Foto sup 1606, verso del supporto secondario: nota anonima manoscritta","Madonna e Santi. Vincenzo Cattena - Accademia B. A. Venezia"". "
1143,"Foto sup 1610, verso del supporto secondario: nota anonima manoscritta","Ratto d'Europa. P. Veronese Venezia Palazzo Ducale"". "
1144,"Foto sup 1612, verso del supporto secondario: nota anonima manoscritta","Morea sommessa al Doge Morgini. Lazarini. Palazzo Ducale Venezia""."
1145,"Foto sup 1613, verso del supporto secondario: nota anonima manoscritta","Giove scaccia i Vizi. Paolo Veronese. Palazzo Ducale Venezia"". "
1146,"Foto sup 1615, verso del supporto secondario: nota anonima manoscritta","Tintoretto. Palazzo Ducale. Venezia. Mercury and the Graces"". "
1147,"Foto sup 1737, verso del supporto secondario: nota anonima manoscritta","San Marco. Venice"". "
1148,"Foto sup 1739, verso del supporto secondario: nota anonima manoscritta","San Zanipolo. Monument of Leonardo Loredano who died in 1521. It was not erected till 1572 and is of late renaissance. It was designed by Danese Cattaneo and Perkins calls it a mediocre work"". "
1149,"Foto sup 1740, verso del supporto secondario: nota anonima manoscritta","Venice. San Zanipolo. Monument of Doge Tommaso Mocenigo, who died in 1423. By the sculptor Maestro Piero di Niccolò da Firenze and Giovanni di Marlaio da Fiesole. It is Gothic, but shows in its details that the Renaissance was already beginning"". "
1150,"Foto sup 1742, verso del supporto secondario: nota anonima manoscritta","Venice. San Zanipolo. Doge Pasquale Malipiero who succeded Foscari and died in 1462. This elegant monument appears to have been executed by Tuscan sculptor"". "
1151,"Foto sup 1743, verso del supporto secondario: nota anonima manoscritta","Court yard of Doges palace. Venice. Statue of Duke of Urbino. Clock has arms of Bembo"". "
1152,"Foto sup 2481, verso del supporto secondario: nota anonima manoscritta","The lion of Marathon, brought from the Pireus in 1687, with runes. Professor Rafn reads the Runes thus, on the left shoulder: ""Hakun van thir Ulfr auk Asmudr auk Auru hafu these ... thir men lagthu auk Hardr Hafi uf iabuta upraistar vegna Grikiathithis varth. Dalkr nauthigri fiari lathum, Egilvar i farn [...] Sir Charles Newton supposed ..."".
"
1153,"Foto sup 1746, verso del supporto secondario: nota anonima manoscritta","Colleoni by Donatello. Venice"". "
1154,"Foto sup 1788, verso del supporto secondario: nota anonima manoscritta","Venice. San Zanipolo. Monument of the Doge Pietro Mocenigo who died in 1476. It is the chef d'ouvre of Pietro Lombardo and executed from 1484 to 1488, his sons assisting him. It is a beautiful renaissance work. Perkins thinks that Pietro only gave the design"". "
1155,"Foto sup 545, verso del supporto secondario: nota anonima manoscritta","Duomo. Spoleto. Monument of Fra Filippo Lippi, who died in Spoleto in 1469 from the effects of poison administered to him by the family of the noble lady whom he had carried off from the convent of S. Margherita di Prato. The tomb was erected at the expense of Lorenzo de'Medici and the epitaph composed by Poliziano""."
1156,"Foto sup 546, verso del supporto secondario: nota anonima manoscritta","poleto. Campanile of the Duomo. The mosaic in the façade is dated 1207. The lower part of the tower is earlier""."
1157,"Foto sup 553, verso del supporto secondario: nota anonima manoscritta","Arco di Augusto, Perugia. ""Augusta Perusia"". The foundations are Etruscan; the arch built by Augustus in year 26 before Christ after the destruction of the city; the frieze of shields and upper arch (Colonia Vibia) by Trebonius Gallus A.D. 252; the loggia over the tower of the 15.th century"". "
1158,"Foto sup 552, verso del supporto secondario: nota anonima manoscritta","Confraternità di San Bernardo. Perugia. This church called la Giustizia is remarkable for its transitional façade, built by Antonio di Duccio, said to have been a pupil of Luca della Robbia. The basreliefs round S. Bernardino are executed in della Robbia enamel and color is also present"". "
1159,"Foto sup 632, verso del supporto secondario: nota anonima manoscritta","Miss Volumnia, the first lady of her family who sat in a chair, like a Roman lady. Veilia Velimnei Arnthial says the inscription [...]"". "
1160,"Foto sup 2162, verso del supporto secondario: nota anonima a matita","Salvanello. Chiesa di S. Cristofano / a Siena / dall'amico Tolomei Siena 13 ottobre 1915""."
1161,"Foto sup 586, verso del supporto secondario: nota anonima manoscritta","Sepulchre of the Volumni near Perugia. This urn is the grand monument of the family tomb and occupies the post of honour at the upper end[?] of the funeral feast. It reads Arnth Velimnas Aules ...""."
